question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level,age_group,skill_tested,time_limit_sec,marks
Q1211,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,10-11,Word Problems,60,1
Q1212,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,9-10,Phonics,29,2
Q1213,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,58,3
Q1214,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,40,1
Q1215,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,53,3
Q1216,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,8-9,Reasoning,60,3
Q1217,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,11-12,Geometry,39,3
Q1218,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,8-9,Comparison,45,1
Q1219,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,11-12,Vocabulary,39,3
Q1220,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,45,3
Q1221,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,8-9,Division,36,3
Q1222,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,48,2
Q1223,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,47,3
Q1224,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,8-9,Recall,42,3
Q1225,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,8-9,Recognition,33,2
Q1226,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,43,3
Q1227,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,26,1
Q1228,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,9-10,Comparison,39,1
Q1229,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,11-12,Subtraction,56,2
Q1230,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,41,2
Q1231,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,11-12,Division,20,2
Q1232,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,9-10,Recognition,58,1
Q1233,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,9-10,Short-term Memory,22,3
Q1234,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,8-9,Phonics,36,1
Q1235,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,8-9,Sequencing,52,2
Q1236,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,10-11,Reasoning,47,1
Q1237,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,10-11,Phonics,56,2
Q1238,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,59,2
Q1239,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,9-10,Phonics,29,2
Q1240,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,37,1
Q1241,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,8-9,Word Problems,47,1
Q1242,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,59,2
Q1243,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,10-11,Vocabulary,31,3
Q1244,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,10-11,Comparison,56,2
Q1245,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,10-11,Pattern Recognition,48,1
Q1246,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,59,1
Q1247,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,8-9,Comparison,29,3
Q1248,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,57,3
Q1249,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,24,3
Q1250,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,57,3
Q1251,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,10-11,Phonics,56,1
Q1252,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,9-10,Comparison,59,2
Q1253,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,30,1
Q1254,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,10-11,Geometry,40,1
Q1255,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,8-9,Spelling,40,3
Q1256,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,30,1
Q1257,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,46,1
Q1258,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,8-9,Word Problems,55,3
Q1259,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,9-10,Word Problems,28,1
Q1260,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,9-10,Division,37,1
Q1261,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,53,3
Q1262,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,26,3
Q1263,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,11-12,Word Problems,51,2
Q1264,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,8-9,Division,37,3
Q1265,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,8-9,Recall,56,1
Q1266,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,26,1
Q1267,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,8-9,Recall,29,3
Q1268,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,39,2
Q1269,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,43,2
Q1270,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,8-9,Vocabulary,54,3
Q1271,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,51,2
Q1272,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,8-9,Short-term Memory,43,2
Q1273,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,9-10,Vocabulary,35,2
Q1274,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,45,3
Q1275,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,11-12,Subtraction,57,1
Q1276,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,11-12,Division,33,1
Q1277,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,11-12,Spelling,43,1
Q1278,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,26,3
Q1279,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,10-11,Short-term Memory,41,3
Q1280,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,11-12,Division,43,1
Q1281,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,8-9,Sequencing,27,3
Q1282,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,10-11,Categorization,60,2
Q1283,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,9-10,Phonics,43,3
Q1284,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,8-9,Spelling,30,1
Q1285,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,11-12,Word Problems,43,1
Q1286,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,9-10,Phonics,59,3
Q1287,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,8-9,Recall,42,2
Q1288,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,10-11,Comparison,52,1
Q1289,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,9-10,Recall,58,1
Q1290,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,9-10,Spelling,31,3
Q1291,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,10-11,Vocabulary,48,3
Q1292,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,10-11,Word Problems,40,3
Q1293,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,8-9,Sequencing,52,2
Q1294,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,9-10,Sequencing,33,2
Q1295,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,53,1
Q1296,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,8-9,Phonics,54,3
Q1297,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,23,3
Q1298,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,10-11,Recall,60,2
Q1299,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,10-11,Division,50,3
Q1300,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,8-9,Pattern Recognition,53,1
Q1301,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,38,3
Q1302,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,9-10,Pattern Recognition,47,3
Q1303,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,10-11,Recognition,52,2
Q1304,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,8-9,Recall,40,1
Q1305,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,8-9,Geometry,38,3
Q1306,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,50,2
Q1307,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,8-9,Spelling,51,3
Q1308,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,53,3
Q1309,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,10-11,Subtraction,44,3
Q1310,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,8-9,Phonics,53,1
Q1311,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,9-10,Word Problems,33,2
Q1312,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,30,3
Q1313,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,36,2
Q1314,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,8-9,Division,45,2
Q1315,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,46,1
Q1316,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,10-11,Comparison,34,2
Q1317,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,32,3
Q1318,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,8-9,Recall,49,2
Q1319,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,10-11,Word Problems,47,2
Q1320,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,53,3
Q1321,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,31,3
Q1322,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,11-12,Vocabulary,22,1
Q1323,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,9-10,Categorization,57,1
Q1324,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,9-10,Word Problems,54,3
Q1325,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,45,3
Q1326,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,22,3
Q1327,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,11-12,Grammar,39,2
Q1328,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,10-11,Recognition,34,2
Q1329,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,23,3
Q1330,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,11-12,Phonics,28,1
Q1331,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,11-12,Word Problems,59,1
Q1332,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,8-9,Vocabulary,56,3
Q1333,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,23,3
Q1334,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,36,2
Q1335,What is 25 × 4?,50,75,100,125,C,Math,Hard,11-12,Multiplication,38,3
Q1336,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,20,2
Q1337,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,33,3
Q1338,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,10-11,Reasoning,55,1
Q1339,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,8-9,Phonics,25,3
Q1340,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,28,3
Q1341,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,27,3
Q1342,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,11-12,Sequencing,23,2
Q1343,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,45,1
Q1344,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,42,2
Q1345,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,29,1
Q1346,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,58,3
Q1347,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,53,1
Q1348,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,11-12,Categorization,28,1
Q1349,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,10-11,Geometry,48,3
Q1350,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,9-10,Word Problems,25,3
Q1351,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,11-12,Recall,54,3
Q1352,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,20,3
Q1353,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,10-11,Sequencing,53,1
Q1354,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,53,2
Q1355,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,49,2
Q1356,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,8-9,Sequencing,22,1
Q1357,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,11-12,Subtraction,41,2
Q1358,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,44,3
Q1359,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,24,2
Q1360,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,50,1
Q1361,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,46,1
Q1362,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,39,3
Q1363,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,33,3
Q1364,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,11-12,Spelling,38,3
Q1365,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,10-11,Recall,20,1
Q1366,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,34,3
Q1367,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,11-12,Short-term Memory,50,1
Q1368,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,24,3
Q1369,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,9-10,Sequencing,53,2
Q1370,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,20,2
Q1371,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,11-12,Geometry,54,2
Q1372,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,11-12,Recall,60,3
Q1373,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,8-9,Comparison,34,3
Q1374,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,39,2
Q1375,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,9-10,Word Problems,49,3
Q1376,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,11-12,Grammar,50,1
Q1377,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,10-11,Sequencing,57,2
Q1378,What is 25 × 4?,50,75,100,125,C,Math,Hard,10-11,Multiplication,52,3
Q1379,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,60,1
Q1380,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,11-12,Reasoning,25,3
Q1381,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,9-10,Pattern Recognition,47,2
Q1382,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,28,2
Q1383,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,11-12,Grammar,33,1
Q1384,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,42,3
Q1385,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,10-11,Recognition,37,2
Q1386,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,8-9,Geometry,41,2
Q1387,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,9-10,Subtraction,21,1
Q1388,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,9-10,Pattern Recognition,43,3
Q1389,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,11-12,Vocabulary,52,2
Q1390,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,11-12,Vocabulary,22,1
Q1391,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,10-11,Recall,32,1
Q1392,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,29,3
Q1393,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,11-12,Vocabulary,57,2
Q1394,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,10-11,Categorization,36,3
Q1395,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,11-12,Vocabulary,44,3
Q1396,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,8-9,Sequencing,47,3
Q1397,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,56,2
Q1398,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,30,1
Q1399,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,8-9,Subtraction,48,3
Q1400,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,11-12,Vocabulary,52,2
Q1401,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,41,1
Q1402,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,8-9,Word Problems,43,2
Q1403,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,48,2
Q1404,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,25,3
Q1405,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,8-9,Categorization,48,1
Q1406,What is 25 × 4?,50,75,100,125,C,Math,Medium,8-9,Multiplication,29,2
Q1407,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,25,3
Q1408,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,43,2
